trace_name,number_of_requests,wsr,slab_size,slab_cnt,rebalance_strategy,allocator,tag,throughput,rebalanced_slabs,miss_ratio,n_rebalanced_slabs,monitor_interval,n_alloc_failures,uuid,miss_ratio_reduction_from_disabled,miss_ratio_reduction_from_lru_disabled,tuned_improvement
meta_202210,1482478166,0.1,4,2193,free-mem,LRU,,798755.7411484997,,0.053111920840256,0,50000,0,meta_202210_kv_traces_all_sort-c5017e9551263f77441060a8e08e0d59,0.0,0.0,
meta_202210,1482478166,0.1,4,2193,marginal-hits,LRU,,841892.8263942917,27941.0,0.0410155834969646,27941,50000,0,meta_202210_kv_traces_all_sort-51116b22f1559ea3492452029f278dd1,0.012096337343291394,0.012096337343291394,
meta_202210,1482478166,0.1,4,2193,disabled,LRU,,445353.7489743978,,0.053111920840256,0,50000,0,meta_202210_kv_traces_all_sort-2d208cf20223cbc2ff8bb062f032a44f,0.0,0.0,
meta_202210,1482478166,0.1,4,2193,tail-age,LRU,,604103.2209678896,7360.0,0.0535544123487617,7360,50000,0,meta_202210_kv_traces_all_sort-b9948ea896309aeef1cf3029edc106c6,-0.000442491508505706,-0.000442491508505706,
meta_202210,1482478166,0.1,4,2193,marginal-hits-tuned,LRU2Q,warm-cold,669434.6337012312,737.0,0.0334935239781467,737,50000,0,meta_202210_kv_traces_all_sort-ff855832848c790d7423a706bb7b5d0d,0.0159423386745515,0.019618396862109297,0.005091161659645002
meta_202210,1482478166,0.1,4,2193,free-mem,LRU2Q,,850942.7881930879,,0.0494358626526982,0,50000,0,meta_202210_kv_traces_all_sort-af019cf084a41c31f8b5f2c8511b123b,0.0,0.0036760581875577986,
meta_202210,1482478166,0.1,4,2193,marginal-hits,LRU2Q,cold,372966.2015184378,27941.0,0.0424508538765217,27941,50000,0,meta_202210_kv_traces_all_sort-0379e96b1f8f9dcb174ee960012b7fd8,0.006985008776176499,0.010661066963734298,
meta_202210,1482478166,0.1,4,2193,marginal-hits-tuned,LRU2Q,cold,733046.0117853323,866.0,0.033137003381674,866,50000,0,meta_202210_kv_traces_all_sort-ec72480d4e195b616f2a39ce93dfb161,0.016298859271024195,0.019974917458581994,0.009313850494847696
meta_202210,1482478166,0.1,4,2193,disabled,LRU2Q,,444985.320713231,,0.0494358626526982,0,50000,0,meta_202210_kv_traces_all_sort-a09c84f92e10ae2a63a1f453688aae99,0.0,0.0036760581875577986,
meta_202210,1482478166,0.1,4,2193,marginal-hits,LRU2Q,warm-cold,683105.4159074575,27939.0,0.0385846856377917,27939,50000,0,meta_202210_kv_traces_all_sort-2e59577ff826da76bcdbb839579a4015,0.010851177014906496,0.014527235202464295,
meta_202210,1482478166,0.1,4,2193,hits,LRU2Q,,658522.3437318271,1765.0,0.0328066578755939,1765,50000,0,meta_202210_kv_traces_all_sort-54b9266ed5c319f25ed62e5488d4a0fd,0.0166292047771043,0.020305262964662098,
meta_202210,1482478166,0.1,4,2193,tail-age,LRU2Q,,206728.7400600713,939.0,0.0459213218523718,939,50000,0,meta_202210_kv_traces_all_sort-776d0746270a8505c5503012842c4c41,0.003514540800326399,0.0071905989878841975,
meta_202210,1482478166,0.1,4,2193,hits,TINYLFU,,373226.07195406937,1761.0,0.0328783479702189,1761,50000,0,meta_202210_kv_traces_all_sort-4b5846f924b55bfaecfdcbc25f55df0a,0.019896415121974896,0.020233572870037096,
meta_202210,1482478166,0.1,4,2193,disabled,TINYLFU,,319742.76711338,,0.0527747630921938,0,50000,0,meta_202210_kv_traces_all_sort-ee1dd211c1846e201f1e9c53cc47017d,0.0,0.0003371577480622001,
meta_202210,1482478166,0.1,4,2193,free-mem,TINYLFU,,787858.6839842136,,0.0527747630921938,0,50000,0,meta_202210_kv_traces_all_sort-09eae95636b1c8be2df9a599e7670dd5,0.0,0.0003371577480622001,
meta_202210,1482478166,0.1,4,2193,marginal-hits,TINYLFU,,297274.42814993433,27941.0,0.0422763636169465,27941,50000,0,meta_202210_kv_traces_all_sort-f08050212fdeda25638e3028a132cfde,0.010498399475247298,0.010835557223309498,
meta_202210,1482478166,0.1,4,2193,marginal-hits-tuned,TINYLFU,,577892.0529751774,942.0,0.0332446940065085,942,50000,0,meta_202210_kv_traces_all_sort-adbec1784eacf0ccf65bb48d48858454,0.019530069085685296,0.019867226833747496,0.009031669610437998
meta_202210,1482478166,0.1,4,2193,tail-age,TINYLFU,,665538.4379878017,15312.0,0.0580367785328988,15312,50000,0,meta_202210_kv_traces_all_sort-1d09c07446f7826c315a68c6d7956af4,-0.005262015440705002,-0.004924857692642802,
meta_202401,1191241025,0.01,4,117,disabled,LRU,,471159.0703898919,,0.1536888447910867,0,50000,0,meta_202401_kv_traces_all_sort-c3fe88222c7018e188b31ce1be72be6e,0.0,0.0,
meta_202401,1191241025,0.01,4,117,hits,LRU,,691494.3905444556,16394.0,0.1206793276784603,16394,50000,0,meta_202401_kv_traces_all_sort-aa8f3de8136e44552da7dfc5e44b021f,0.03300951711262638,0.03300951711262638,
meta_202401,1191241025,0.01,4,117,marginal-hits,LRU,,592911.3202338883,23786.0,0.1105857036782291,23786,50000,0,meta_202401_kv_traces_all_sort-7556c904316dfd8a16a8fea29172479d,0.04310314111285758,0.04310314111285758,
meta_202401,1191241025,0.01,4,117,free-mem,LRU,,626286.4002816007,,0.1536888447910867,0,50000,0,meta_202401_kv_traces_all_sort-372c8f347a48eaf7ab41fa637bbbcab9,0.0,0.0,
meta_202401,1191241025,0.01,4,117,marginal-hits-tuned,LRU,,644414.4118021877,203.0,0.1114892781668596,203,50000,0,meta_202401_kv_traces_all_sort-9dec49d038d5d6e4a06e360766bc3ca0,0.04219956662422708,0.04219956662422708,-0.0009035744886305014
meta_202401,1191241025,0.01,4,117,tail-age,LRU,,480100.36018650513,978.0,0.1552706758063508,978,50000,0,meta_202401_kv_traces_all_sort-584fd267a09bfecc3a199736f66567a6,-0.0015818310152641013,-0.0015818310152641013,
meta_202401,1191241025,0.01,4,117,marginal-hits-tuned,LRU2Q,cold,583728.7729160397,280.0,0.1002338766833521,280,50000,0,meta_202401_kv_traces_all_sort-e9f9e4dc5bfb6ff50ecaee56589f823d,0.04374175578783479,0.05345496810773459,0.025344682030238208
meta_202401,1191241025,0.01,4,117,disabled,LRU2Q,,716495.6051236814,,0.1439756324711869,0,50000,0,meta_202401_kv_traces_all_sort-27778e83f420b46061e4583b6b1a4283,0.0,0.0097132123198998,
meta_202401,1191241025,0.01,4,117,free-mem,LRU2Q,,621534.7896203228,,0.1439756324711869,0,50000,0,meta_202401_kv_traces_all_sort-a6cf48504c3dbde272c93391e58fdb2a,0.0,0.0097132123198998,
meta_202401,1191241025,0.01,4,117,marginal-hits,LRU2Q,cold,515026.91814331495,23355.0,0.1255785587135903,23355,50000,0,meta_202401_kv_traces_all_sort-e30cf88f16161385fec1858b69b3927b,0.018397073757596583,0.028110286077496383,
meta_202401,1191241025,0.01,4,117,hits,LRU2Q,,579617.7208808092,16639.0,0.1204545914627142,16639,50000,0,meta_202401_kv_traces_all_sort-a14393d0f1247d72e04a915693a80974,0.023521041008472687,0.03323425332837249,
meta_202401,1191241025,0.01,4,117,marginal-hits-tuned,LRU2Q,warm-cold,594124.680459057,356.0,0.1051273548944471,356,50000,0,meta_202401_kv_traces_all_sort-cf9a19c73d0dcffccbdbac53bc93bac2,0.03884827757673978,0.04856148989663958,0.023578923501228505
meta_202401,1191241025,0.01,4,117,tail-age,LRU2Q,,296999.9086000462,4264.0,0.1576679790724971,4264,50000,0,meta_202401_kv_traces_all_sort-8e2d4228217e715cdd14cec16c8203fb,-0.013692346601310218,-0.003979134281410418,
meta_202401,1191241025,0.01,4,117,marginal-hits,LRU2Q,warm-cold,655573.8747597752,20170.0,0.1287062783956756,20170,50000,0,meta_202401_kv_traces_all_sort-a15c178ed84f4da84e59e7b4047d9946,0.015269354075511277,0.024982566395411077,
meta_202401,1191241025,0.01,4,117,free-mem,TINYLFU,,482056.8375499531,,0.1502994249211657,0,50000,0,meta_202401_kv_traces_all_sort-b624ff2f1b74a2c316a21df2ff64ec01,0.0,0.003389419869921001,
meta_202401,1191241025,0.01,4,117,tail-age,TINYLFU,,451306.0637630639,16559.0,0.1612433235331196,16559,50000,0,meta_202401_kv_traces_all_sort-64178caead939343fd9c49d8ac3f82b7,-0.010943898611953912,-0.007554478742032911,
meta_202401,1191241025,0.01,4,117,hits,TINYLFU,,518603.14192530734,16542.0,0.1204815222007653,16542,50000,0,meta_202401_kv_traces_all_sort-a56eea6b1e92dfe00615e4d4bb046634,0.029817902720400385,0.033207322590321386,
meta_202401,1191241025,0.01,4,117,disabled,TINYLFU,,550043.0302239937,,0.1502994249211657,0,50000,0,meta_202401_kv_traces_all_sort-40462513f6774282aeab88691acd923d,0.0,0.003389419869921001,
meta_202401,1191241025,0.01,4,117,marginal-hits,TINYLFU,,526951.0578285275,23786.0,0.1099205511327986,23786,50000,0,meta_202401_kv_traces_all_sort-58ab4fc7db7a569c66aee63d72bec5b1,0.04037887378836709,0.04376829365828809,
