rebalance_strategy,slab_count,rebalance_interval,request_id,miss_ratio
marginal-hits-interval-10k,256,10000,15500000,0.20489
marginal-hits-interval-10k,256,10000,20000000,0.19689
marginal-hits-interval-10k,256,10000,78100000,0.19304
marginal-hits-interval-10k,256,10000,12400000,0.20463
marginal-hits-interval-10k,256,10000,8900000,0.21565
marginal-hits-interval-10k,256,10000,24200000,0.18931
marginal-hits-interval-10k,256,10000,54300000,0.18899
marginal-hits-interval-10k,256,10000,58700000,0.19522
marginal-hits-interval-10k,256,10000,60000000,0.19377
marginal-hits-interval-10k,256,10000,64500000,0.20059
marginal-hits-interval-10k,256,10000,48900000,0.19445
marginal-hits-interval-10k,256,10000,42200000,0.19151
marginal-hits-interval-10k,256,10000,11800000,0.20517
marginal-hits-interval-10k,256,10000,17300000,0.20203
marginal-hits-interval-10k,256,10000,20900000,0.19431
marginal-hits-interval-10k,256,10000,57600000,0.19772
marginal-hits-interval-10k,256,10000,63500000,0.19979
marginal-hits-interval-10k,256,10000,66900000,0.19689
marginal-hits-interval-10k,256,10000,77100000,0.20124
marginal-hits-interval-10k,256,10000,31300000,0.18614
marginal-hits-interval-10k,256,10000,44900000,0.19296
marginal-hits-interval-10k,256,10000,41800000,0.1967
marginal-hits-interval-10k,256,10000,39100000,0.19721
marginal-hits-interval-10k,256,10000,11300000,0.20778
marginal-hits-interval-10k,256,10000,10200000,0.21457
marginal-hits-interval-10k,256,10000,1400000,0.39672
marginal-hits-interval-10k,256,10000,23300000,0.19801
marginal-hits-interval-10k,256,10000,46400000,0.19318
marginal-hits-interval-10k,256,10000,31700000,0.19074
marginal-hits-interval-10k,256,10000,31000000,0.18726
marginal-hits-interval-10k,256,10000,73700000,0.19751
marginal-hits-interval-10k,256,10000,61100000,0.20036
marginal-hits-interval-10k,256,10000,11100000,0.20997
marginal-hits-interval-10k,256,10000,19400000,0.20263
marginal-hits-interval-10k,256,10000,57000000,0.19178
marginal-hits-interval-10k,256,10000,70700000,0.20098
marginal-hits-interval-10k,256,10000,48100000,0.1922
marginal-hits-interval-10k,256,10000,69700000,0.19579
marginal-hits-interval-10k,256,10000,36100000,0.20233
marginal-hits-interval-10k,256,10000,32400000,0.20458
marginal-hits-interval-10k,256,10000,18700000,0.19534
marginal-hits-interval-10k,256,10000,64200000,0.19917
marginal-hits-interval-10k,256,10000,64400000,0.20131
marginal-hits-interval-10k,256,10000,73000000,0.1978
marginal-hits-interval-10k,256,10000,79000000,0.19212
marginal-hits-interval-10k,256,10000,40700000,0.20701
marginal-hits-interval-10k,256,10000,6700000,0.22353
marginal-hits-interval-10k,256,10000,4200000,0.24336
marginal-hits-interval-10k,256,10000,16900000,0.20003
marginal-hits-interval-10k,256,10000,50400000,0.20202
marginal-hits-interval-10k,256,10000,41600000,0.19285
marginal-hits-interval-10k,256,10000,38900000,0.19525
marginal-hits-interval-10k,256,10000,37800000,0.19151
marginal-hits-interval-10k,256,10000,29200000,0.19479
marginal-hits-interval-10k,256,10000,29100000,0.1987
marginal-hits-interval-10k,256,10000,10300000,0.21207
marginal-hits-interval-10k,256,10000,5700000,0.22706
marginal-hits-interval-10k,256,10000,54100000,0.18422
marginal-hits-interval-10k,256,10000,45100000,0.18483
marginal-hits-interval-10k,256,10000,43900000,0.19877
marginal-hits-interval-10k,256,10000,33100000,0.19909
marginal-hits-interval-10k,256,10000,63100000,0.19719
marginal-hits-interval-10k,256,10000,53900000,0.19292
marginal-hits-interval-10k,256,10000,50700000,0.19768
marginal-hits-interval-10k,256,10000,900000,0.46561
marginal-hits-interval-10k,256,10000,18900000,0.19787
marginal-hits-interval-10k,256,10000,21200000,0.19494
marginal-hits-interval-10k,256,10000,21300000,0.1984
marginal-hits-interval-10k,256,10000,57100000,0.19014
marginal-hits-interval-10k,256,10000,55900000,0.19866
marginal-hits-interval-10k,256,10000,56900000,0.1948
marginal-hits-interval-10k,256,10000,70100000,0.19702
marginal-hits-interval-10k,256,10000,79900000,0.19993
marginal-hits-interval-10k,256,10000,37300000,0.18704
marginal-hits-interval-10k,256,10000,53800000,0.18914
marginal-hits-interval-10k,256,10000,51200000,0.19507
marginal-hits-interval-10k,256,10000,45700000,0.19386
marginal-hits-interval-10k,256,10000,27800000,0.20379
marginal-hits-interval-10k,256,10000,26000000,0.19557
marginal-hits-interval-10k,256,10000,19100000,0.20354
marginal-hits-interval-10k,256,10000,21800000,0.19707
marginal-hits-interval-10k,256,10000,61700000,0.19742
marginal-hits-interval-10k,256,10000,51500000,0.19915
marginal-hits-interval-10k,256,10000,38000000,0.19597
marginal-hits-interval-10k,256,10000,29800000,0.19393
marginal-hits-interval-10k,256,10000,4000000,0.24889
marginal-hits-interval-10k,256,10000,4300000,0.24247
marginal-hits-interval-10k,256,10000,20200000,0.20273
marginal-hits-interval-10k,256,10000,22700000,0.20039
marginal-hits-interval-10k,256,10000,65400000,0.19103
marginal-hits-interval-10k,256,10000,10700000,0.21463
marginal-hits-interval-10k,256,10000,2700000,0.28268
marginal-hits-interval-10k,256,10000,15100000,0.20258
marginal-hits-interval-10k,256,10000,15400000,0.20249
marginal-hits-interval-10k,256,10000,19000000,0.20338
marginal-hits-interval-10k,256,10000,73200000,0.1977
marginal-hits-interval-10k,256,10000,76700000,0.20623
marginal-hits-interval-10k,256,10000,78700000,0.18832
marginal-hits-interval-10k,256,10000,79700000,0.1944
marginal-hits-interval-10k,256,10000,31600000,0.19585
marginal-hits-interval-10k,256,10000,49100000,0.19153
marginal-hits-interval-10k,256,10000,42100000,0.19619
marginal-hits-interval-10k,256,10000,47300000,0.19787
marginal-hits-interval-10k,256,10000,27200000,0.19737
marginal-hits-interval-10k,256,10000,11900000,0.20686
marginal-hits-interval-10k,256,10000,25600000,0.19136
marginal-hits-interval-10k,256,10000,32600000,0.20102
marginal-hits-interval-10k,256,10000,6400000,0.22233
marginal-hits-interval-10k,256,10000,23400000,0.19292
marginal-hits-interval-10k,256,10000,59000000,0.19119
marginal-hits-interval-10k,256,10000,62100000,0.18905
marginal-hits-interval-10k,256,10000,68900000,0.19028
marginal-hits-interval-10k,256,10000,13900000,0.19535
marginal-hits-interval-10k,256,10000,17800000,0.19729
marginal-hits-interval-10k,256,10000,52900000,0.19525
marginal-hits-interval-10k,256,10000,43500000,0.19291
marginal-hits-interval-10k,256,10000,3000000,0.27892
marginal-hits-interval-10k,256,10000,19200000,0.20724
marginal-hits-interval-10k,256,10000,45500000,0.18929
marginal-hits-interval-10k,256,10000,4800000,0.23493
marginal-hits-interval-10k,256,10000,19600000,0.19438
marginal-hits-interval-10k,256,10000,72000000,0.19185
marginal-hits-interval-10k,256,10000,75200000,0.19121
marginal-hits-interval-10k,256,10000,48400000,0.1885
marginal-hits-interval-10k,256,10000,44500000,0.2024
marginal-hits-interval-10k,256,10000,34500000,0.1935
marginal-hits-interval-10k,256,10000,65100000,0.19252
marginal-hits-interval-10k,256,10000,73300000,0.20103
marginal-hits-interval-10k,256,10000,79500000,0.2001
marginal-hits-interval-10k,256,10000,61200000,0.19386
marginal-hits-interval-10k,256,10000,50000000,0.20508
marginal-hits-interval-10k,256,10000,36300000,0.18923
marginal-hits-interval-10k,256,10000,7900000,0.2104
marginal-hits-interval-10k,256,10000,5100000,0.23231
marginal-hits-interval-10k,256,10000,74200000,0.19634
marginal-hits-interval-10k,256,10000,49300000,0.19411
marginal-hits-interval-10k,256,10000,46900000,0.21326
marginal-hits-interval-10k,256,10000,6500000,0.22516
marginal-hits-interval-10k,256,10000,2600000,0.28756
marginal-hits-interval-10k,256,10000,64600000,0.19347
marginal-hits-interval-10k,256,10000,53500000,0.19186
marginal-hits-interval-10k,256,10000,52800000,0.19482
marginal-hits-interval-10k,256,10000,52400000,0.19555
marginal-hits-interval-10k,256,10000,51900000,0.1995
marginal-hits-interval-10k,256,10000,41500000,0.1911
marginal-hits-interval-10k,256,10000,38200000,0.19359
marginal-hits-interval-10k,256,10000,31800000,0.19765
marginal-hits-interval-10k,256,10000,29300000,0.19312
marginal-hits-interval-10k,256,10000,26900000,0.196
marginal-hits-interval-10k,256,10000,69600000,0.19036
marginal-hits-interval-10k,256,10000,62800000,0.19334
marginal-hits-interval-10k,256,10000,51400000,0.19663
marginal-hits-interval-10k,256,10000,7000000,0.22614
marginal-hits-interval-10k,256,10000,3600000,0.26405
marginal-hits-interval-10k,256,10000,14200000,0.19241
marginal-hits-interval-10k,256,10000,55000000,0.1916
marginal-hits-interval-10k,256,10000,74500000,0.19439
marginal-hits-interval-10k,256,10000,50600000,0.198
marginal-hits-interval-10k,256,10000,30100000,0.19736
marginal-hits-interval-10k,256,10000,56300000,0.19693
marginal-hits-interval-10k,256,10000,37900000,0.1943
marginal-hits-interval-10k,256,10000,12000000,0.20708
marginal-hits-interval-10k,256,10000,6900000,0.22453
marginal-hits-interval-10k,256,10000,58100000,0.19939
marginal-hits-interval-10k,256,10000,58600000,0.1888
marginal-hits-interval-10k,256,10000,60300000,0.19285
marginal-hits-interval-10k,256,10000,43200000,0.19328
marginal-hits-interval-10k,256,10000,10000000,0.21815
marginal-hits-interval-10k,256,10000,3900000,0.25124
marginal-hits-interval-10k,256,10000,25200000,0.1906
marginal-hits-interval-10k,256,10000,56600000,0.19165
marginal-hits-interval-10k,256,10000,59700000,0.19512
marginal-hits-interval-10k,256,10000,39600000,0.19435
marginal-hits-interval-10k,256,10000,5200000,0.23123
marginal-hits-interval-10k,256,10000,59100000,0.19194
marginal-hits-interval-10k,256,10000,59300000,0.19648
marginal-hits-interval-10k,256,10000,66200000,0.1933
marginal-hits-interval-10k,256,10000,68400000,0.20181
marginal-hits-interval-10k,256,10000,71700000,0.19692
marginal-hits-interval-10k,256,10000,72700000,0.19192
marginal-hits-interval-10k,256,10000,74100000,0.19101
marginal-hits-interval-10k,256,10000,62700000,0.19494
marginal-hits-interval-10k,256,10000,17900000,0.19979
marginal-hits-interval-10k,256,10000,35100000,0.19551
marginal-hits-interval-10k,256,10000,43000000,0.19335
marginal-hits-interval-10k,256,10000,22500000,0.19488
marginal-hits-interval-10k,256,10000,60500000,0.19763
marginal-hits-interval-10k,256,10000,70900000,0.19109
marginal-hits-interval-10k,256,10000,76400000,0.19879
marginal-hits-interval-10k,256,10000,36200000,0.19285
marginal-hits-interval-10k,256,10000,32500000,0.20268
marginal-hits-interval-10k,256,10000,26200000,0.1949
marginal-hits-interval-10k,256,10000,61300000,0.19228
marginal-hits-interval-10k,256,10000,76300000,0.19572
marginal-hits-interval-10k,256,10000,46700000,0.19634
marginal-hits-interval-10k,256,10000,36800000,0.19247
marginal-hits-interval-10k,256,10000,33400000,0.19199
marginal-hits-interval-10k,256,10000,13400000,0.19881
marginal-hits-interval-10k,256,10000,17600000,0.19925
marginal-hits-interval-10k,256,10000,69400000,0.18941
marginal-hits-interval-10k,256,10000,47100000,0.20755
marginal-hits-interval-10k,256,10000,42000000,0.19999
marginal-hits-interval-10k,256,10000,37400000,0.18726
marginal-hits-interval-10k,256,10000,28700000,0.1991
marginal-hits-interval-10k,256,10000,12100000,0.20788
marginal-hits-interval-10k,256,10000,9900000,0.21234
marginal-hits-interval-10k,256,10000,13300000,0.19828
marginal-hits-interval-10k,256,10000,21700000,0.1942
marginal-hits-interval-10k,256,10000,78200000,0.18601
marginal-hits-interval-10k,256,10000,53200000,0.1908
marginal-hits-interval-10k,256,10000,52600000,0.1914
marginal-hits-interval-10k,256,10000,32100000,0.19779
marginal-hits-interval-10k,256,10000,31500000,0.19377
marginal-hits-interval-10k,256,10000,14700000,0.1993
marginal-hits-interval-10k,256,10000,15900000,0.19918
marginal-hits-interval-10k,256,10000,66500000,0.19326
marginal-hits-interval-10k,256,10000,37600000,0.18525
marginal-hits-interval-10k,256,10000,61400000,0.19215
marginal-hits-interval-10k,256,10000,61900000,0.19454
marginal-hits-interval-10k,256,10000,65900000,0.19275
marginal-hits-interval-10k,256,10000,3100000,0.27495
marginal-hits-interval-10k,256,10000,17000000,0.19804
marginal-hits-interval-10k,256,10000,18000000,0.19613
marginal-hits-interval-10k,256,10000,58900000,0.19399
marginal-hits-interval-10k,256,10000,70500000,0.19003
marginal-hits-interval-10k,256,10000,70800000,0.19181
marginal-hits-interval-10k,256,10000,16000000,0.19986
marginal-hits-interval-10k,256,10000,13700000,0.19559
marginal-hits-interval-10k,256,10000,44700000,0.19378
marginal-hits-interval-10k,256,10000,39500000,0.19587
marginal-hits-interval-10k,256,10000,40000000,0.20129
marginal-hits-interval-10k,256,10000,38800000,0.19491
marginal-hits-interval-10k,256,10000,35500000,0.20273
marginal-hits-interval-10k,256,10000,27300000,0.20491
marginal-hits-interval-10k,256,10000,3700000,0.25506
marginal-hits-interval-10k,256,10000,12800000,0.19856
marginal-hits-interval-10k,256,10000,14600000,0.19797
marginal-hits-interval-10k,256,10000,74400000,0.19609
marginal-hits-interval-10k,256,10000,72200000,0.19595
marginal-hits-interval-10k,256,10000,46600000,0.19577
marginal-hits-interval-10k,256,10000,46500000,0.18636
marginal-hits-interval-10k,256,10000,36700000,0.19318
marginal-hits-interval-10k,256,10000,32000000,0.20273
marginal-hits-interval-10k,256,10000,63200000,0.19606
marginal-hits-interval-10k,256,10000,68800000,0.1902
marginal-hits-interval-10k,256,10000,9400000,0.21674
marginal-hits-interval-10k,256,10000,1900000,0.34461
marginal-hits-interval-10k,256,10000,800000,0.48278
marginal-hits-interval-10k,256,10000,4400000,0.24923
marginal-hits-interval-10k,256,10000,16400000,0.19831
marginal-hits-interval-10k,256,10000,68300000,0.20018
marginal-hits-interval-10k,256,10000,73600000,0.20378
marginal-hits-interval-10k,256,10000,75000000,0.1958
marginal-hits-interval-10k,256,10000,76500000,0.19963
marginal-hits-interval-10k,256,10000,34000000,0.19807
marginal-hits-interval-10k,256,10000,49200000,0.19568
marginal-hits-interval-10k,256,10000,31200000,0.1888
marginal-hits-interval-10k,256,10000,25000000,0.1862
marginal-hits-interval-10k,256,10000,25100000,0.18967
marginal-hits-interval-10k,256,10000,28400000,0.19216
marginal-hits-interval-10k,256,10000,2800000,0.27633
marginal-hits-interval-10k,256,10000,700000,0.50235
marginal-hits-interval-10k,256,10000,13800000,0.19868
marginal-hits-interval-10k,256,10000,22600000,0.19769
marginal-hits-interval-10k,256,10000,23500000,0.18904
marginal-hits-interval-10k,256,10000,42300000,0.19026
marginal-hits-interval-10k,256,10000,40200000,0.19808
marginal-hits-interval-10k,256,10000,500000,0.54456
marginal-hits-interval-10k,256,10000,17500000,0.20275
marginal-hits-interval-10k,256,10000,23100000,0.19666
marginal-hits-interval-10k,256,10000,55700000,0.20361
marginal-hits-interval-10k,256,10000,65200000,0.19797
marginal-hits-interval-10k,256,10000,77600000,0.19754
marginal-hits-interval-10k,256,10000,12200000,0.2094
marginal-hits-interval-10k,256,10000,41100000,0.19967
marginal-hits-interval-10k,256,10000,44200000,0.20045
marginal-hits-interval-10k,256,10000,33200000,0.19852
marginal-hits-interval-10k,256,10000,30500000,0.19445
marginal-hits-interval-10k,256,10000,2100000,0.32603
marginal-hits-interval-10k,256,10000,56800000,0.19898
marginal-hits-interval-10k,256,10000,59600000,0.19299
marginal-hits-interval-10k,256,10000,67700000,0.20073
marginal-hits-interval-10k,256,10000,73400000,0.2011
marginal-hits-interval-10k,256,10000,41400000,0.19367
marginal-hits-interval-10k,256,10000,39800000,0.19825
marginal-hits-interval-10k,256,10000,34800000,0.19291
marginal-hits-interval-10k,256,10000,25900000,0.19286
marginal-hits-interval-10k,256,10000,18100000,0.20125
marginal-hits-interval-10k,256,10000,64700000,0.1923
marginal-hits-interval-10k,256,10000,48200000,0.19414
marginal-hits-interval-10k,256,10000,12900000,0.20062
marginal-hits-interval-10k,256,10000,30800000,0.19386
marginal-hits-interval-10k,256,10000,8500000,0.21787
marginal-hits-interval-10k,256,10000,8000000,0.22761
marginal-hits-interval-10k,256,10000,50300000,0.19366
marginal-hits-interval-10k,256,10000,45900000,0.19458
marginal-hits-interval-10k,256,10000,17700000,0.20031
marginal-hits-interval-10k,256,10000,24100000,0.19043
marginal-hits-interval-10k,256,10000,66700000,0.1991
marginal-hits-interval-10k,256,10000,35700000,0.19236
marginal-hits-interval-10k,256,10000,6600000,0.22851
marginal-hits-interval-10k,256,10000,16600000,0.19543
marginal-hits-interval-10k,256,10000,34600000,0.19395
marginal-hits-interval-10k,256,10000,28800000,0.19661
marginal-hits-interval-10k,256,10000,20500000,0.203
marginal-hits-interval-10k,256,10000,20800000,0.19568
marginal-hits-interval-10k,256,10000,24000000,0.19273
marginal-hits-interval-10k,256,10000,56000000,0.1934
marginal-hits-interval-10k,256,10000,66600000,0.19648
marginal-hits-interval-10k,256,10000,72600000,0.19688
marginal-hits-interval-10k,256,10000,40300000,0.20758
marginal-hits-interval-10k,256,10000,7700000,0.21376
marginal-hits-interval-10k,256,10000,7500000,0.2169
marginal-hits-interval-10k,256,10000,21600000,0.1959
marginal-hits-interval-10k,256,10000,74700000,0.19243
marginal-hits-interval-10k,256,10000,28000000,0.20107
marginal-hits-interval-10k,256,10000,8600000,0.21841
marginal-hits-interval-10k,256,10000,24500000,0.18973
marginal-hits-interval-10k,256,10000,77500000,0.19421
marginal-hits-interval-10k,256,10000,50900000,0.19704
marginal-hits-interval-10k,256,10000,45300000,0.18697
marginal-hits-interval-10k,256,10000,56500000,0.19174
marginal-hits-interval-10k,256,10000,58500000,0.19136
marginal-hits-interval-10k,256,10000,75500000,0.19048
marginal-hits-interval-10k,256,10000,78500000,0.18933
marginal-hits-interval-10k,256,10000,23700000,0.19144
marginal-hits-interval-10k,256,10000,24400000,0.1906
marginal-hits-interval-10k,256,10000,54000000,0.18702
marginal-hits-interval-10k,256,10000,40100000,0.19462
marginal-hits-interval-10k,256,10000,7200000,0.22202
marginal-hits-interval-10k,256,10000,16200000,0.19706
marginal-hits-interval-10k,256,10000,63300000,0.19682
marginal-hits-interval-10k,256,10000,75600000,0.19605
marginal-hits-interval-10k,256,10000,47600000,0.19471
marginal-hits-interval-10k,256,10000,26600000,0.19262
marginal-hits-interval-10k,256,10000,7300000,0.22148
marginal-hits-interval-10k,256,10000,15300000,0.19795
marginal-hits-interval-10k,256,10000,21400000,0.19775
marginal-hits-interval-10k,256,10000,57800000,0.19892
marginal-hits-interval-10k,256,10000,33500000,0.19281
marginal-hits-interval-10k,256,10000,56400000,0.19338
marginal-hits-interval-10k,256,10000,66000000,0.19064
marginal-hits-interval-10k,256,10000,71300000,0.18991
marginal-hits-interval-10k,256,10000,13200000,0.19819
marginal-hits-interval-10k,256,10000,30900000,0.19083
marginal-hits-interval-10k,256,10000,10500000,0.21992
marginal-hits-interval-10k,256,10000,7400000,0.22099
marginal-hits-interval-10k,256,10000,22000000,0.20459
marginal-hits-interval-10k,256,10000,55200000,0.20631
marginal-hits-interval-10k,256,10000,50200000,0.19375
marginal-hits-interval-10k,256,10000,42500000,0.19157
marginal-hits-interval-10k,256,10000,600000,0.52124
marginal-hits-interval-10k,256,10000,3300000,0.26496
marginal-hits-interval-10k,256,10000,4600000,0.24199
marginal-hits-interval-10k,256,10000,21000000,0.19539
marginal-hits-interval-10k,256,10000,54400000,0.18259
marginal-hits-interval-10k,256,10000,58200000,0.19327
marginal-hits-interval-10k,256,10000,49500000,0.19832
marginal-hits-interval-10k,256,10000,10100000,0.21923
marginal-hits-interval-10k,256,10000,9800000,0.21496
marginal-hits-interval-10k,256,10000,9700000,0.21538
marginal-hits-interval-10k,256,10000,16800000,0.19988
marginal-hits-interval-10k,256,10000,19500000,0.19988
marginal-hits-interval-10k,256,10000,64800000,0.18893
marginal-hits-interval-10k,256,10000,77800000,0.19386
marginal-hits-interval-10k,256,10000,78800000,0.19608
marginal-hits-interval-10k,256,10000,53300000,0.18924
marginal-hits-interval-10k,256,10000,47400000,0.19554
marginal-hits-interval-10k,256,10000,9600000,0.21782
marginal-hits-interval-10k,256,10000,4700000,0.23775
marginal-hits-interval-10k,256,10000,17200000,0.19757
marginal-hits-interval-10k,256,10000,20400000,0.19899
marginal-hits-interval-10k,256,10000,25400000,0.19143
marginal-hits-interval-10k,256,10000,71400000,0.18977
marginal-hits-interval-10k,256,10000,70600000,0.19341
marginal-hits-interval-10k,256,10000,51600000,0.19624
marginal-hits-interval-10k,256,10000,36400000,0.19303
marginal-hits-interval-10k,256,10000,9000000,0.21283
marginal-hits-interval-10k,256,10000,6200000,0.21904
marginal-hits-interval-10k,256,10000,22800000,0.19716
marginal-hits-interval-10k,256,10000,55400000,0.20695
marginal-hits-interval-10k,256,10000,51000000,0.19688
marginal-hits-interval-10k,256,10000,37500000,0.19031
marginal-hits-interval-10k,256,10000,29900000,0.1939
marginal-hits-interval-10k,256,10000,32900000,0.20366
marginal-hits-interval-10k,256,10000,11400000,0.20811
marginal-hits-interval-10k,256,10000,10800000,0.21455
marginal-hits-interval-10k,256,10000,23200000,0.1929
marginal-hits-interval-10k,256,10000,61600000,0.19083
marginal-hits-interval-10k,256,10000,76000000,0.19214
marginal-hits-interval-10k,256,10000,76800000,0.20238
marginal-hits-interval-10k,256,10000,77700000,0.19422
marginal-hits-interval-10k,256,10000,17100000,0.20201
marginal-hits-interval-10k,256,10000,16100000,0.19736
marginal-hits-interval-10k,256,10000,51800000,0.19563
marginal-hits-interval-10k,256,10000,45600000,0.18935
marginal-hits-interval-10k,256,10000,32700000,0.20633
marginal-hits-interval-10k,256,10000,31100000,0.18541
marginal-hits-interval-10k,256,10000,11700000,0.20431
marginal-hits-interval-10k,256,10000,25300000,0.19218
marginal-hits-interval-10k,256,10000,38700000,0.19578
marginal-hits-interval-10k,256,10000,13100000,0.20058
marginal-hits-interval-10k,256,10000,65700000,0.20079
marginal-hits-interval-10k,256,10000,39900000,0.1975
marginal-hits-interval-10k,256,10000,34100000,0.19408
marginal-hits-interval-10k,256,10000,32200000,0.19984
marginal-hits-interval-10k,256,10000,29700000,0.19496
marginal-hits-interval-10k,256,10000,62000000,0.19075
marginal-hits-interval-10k,256,10000,78000000,0.19589
marginal-hits-interval-10k,256,10000,44400000,0.20184
marginal-hits-interval-10k,256,10000,27900000,0.19556
marginal-hits-interval-10k,256,10000,5500000,0.2268
marginal-hits-interval-10k,256,10000,13000000,0.20154
marginal-hits-interval-10k,256,10000,21900000,0.19767
marginal-hits-interval-10k,256,10000,64000000,0.19799
marginal-hits-interval-10k,256,10000,69300000,0.18824
marginal-hits-interval-10k,256,10000,75100000,0.19325
marginal-hits-interval-10k,256,10000,49000000,0.19744
marginal-hits-interval-10k,256,10000,52300000,0.19647
marginal-hits-interval-10k,256,10000,34700000,0.19693
marginal-hits-interval-10k,256,10000,26300000,0.19626
marginal-hits-interval-10k,256,10000,8800000,0.21472
marginal-hits-interval-10k,256,10000,3400000,0.26221
marginal-hits-interval-10k,256,10000,19900000,0.19395
marginal-hits-interval-10k,256,10000,25500000,0.1896
marginal-hits-interval-10k,256,10000,77200000,0.19943
marginal-hits-interval-10k,256,10000,44000000,0.1963
marginal-hits-interval-10k,256,10000,62400000,0.20365
marginal-hits-interval-10k,256,10000,67800000,0.19505
marginal-hits-interval-10k,256,10000,72800000,0.1906
marginal-hits-interval-10k,256,10000,76900000,0.2036
marginal-hits-interval-10k,256,10000,43700000,0.19263
marginal-hits-interval-10k,256,10000,38400000,0.19321
marginal-hits-interval-10k,256,10000,6800000,0.22402
marginal-hits-interval-10k,256,10000,54800000,0.18796
marginal-hits-interval-10k,256,10000,65600000,0.19978
marginal-hits-interval-10k,256,10000,67400000,0.20561
marginal-hits-interval-10k,256,10000,68100000,0.19946
marginal-hits-interval-10k,256,10000,77400000,0.1936
marginal-hits-interval-10k,256,10000,69500000,0.1887
marginal-hits-interval-10k,256,10000,42400000,0.19212
marginal-hits-interval-10k,256,10000,41200000,0.2045
marginal-hits-interval-10k,256,10000,39700000,0.19583
marginal-hits-interval-10k,256,10000,11600000,0.20323
marginal-hits-interval-10k,256,10000,7100000,0.22106
marginal-hits-interval-10k,256,10000,69900000,0.19753
marginal-hits-interval-10k,256,10000,52500000,0.19292
marginal-hits-interval-10k,256,10000,51100000,0.19588
marginal-hits-interval-10k,256,10000,8400000,0.22046
marginal-hits-interval-10k,256,10000,56100000,0.19792
marginal-hits-interval-10k,256,10000,63900000,0.19927
marginal-hits-interval-10k,256,10000,40600000,0.20031
marginal-hits-interval-10k,256,10000,14900000,0.20031
marginal-hits-interval-10k,256,10000,77000000,0.20516
marginal-hits-interval-10k,256,10000,61500000,0.19063
marginal-hits-interval-10k,256,10000,52200000,0.19846
marginal-hits-interval-10k,256,10000,2500000,0.29508
marginal-hits-interval-10k,256,10000,18500000,0.19979
marginal-hits-interval-10k,256,10000,68700000,0.19371
marginal-hits-interval-10k,256,10000,75900000,0.18893
marginal-hits-interval-10k,256,10000,43400000,0.19248
marginal-hits-interval-10k,256,10000,37100000,0.19026
marginal-hits-interval-10k,256,10000,36000000,0.20414
marginal-hits-interval-10k,256,10000,34400000,0.19323
marginal-hits-interval-10k,256,10000,62600000,0.19619
marginal-hits-interval-10k,256,10000,51700000,0.19457
marginal-hits-interval-10k,256,10000,39000000,0.19782
marginal-hits-interval-10k,256,10000,33700000,0.18618
marginal-hits-interval-10k,256,10000,29500000,0.19417
marginal-hits-interval-10k,256,10000,8200000,0.2226
marginal-hits-interval-10k,256,10000,100000,0.73732
marginal-hits-interval-10k,256,10000,24600000,0.18787
marginal-hits-interval-10k,256,10000,59900000,0.19475
marginal-hits-interval-10k,256,10000,65300000,0.19384
marginal-hits-interval-10k,256,10000,48600000,0.18806
marginal-hits-interval-10k,256,10000,48500000,0.18909
marginal-hits-interval-10k,256,10000,5300000,0.22704
marginal-hits-interval-10k,256,10000,63400000,0.19963
marginal-hits-interval-10k,256,10000,66400000,0.19131
marginal-hits-interval-10k,256,10000,35600000,0.19947
marginal-hits-interval-10k,256,10000,32800000,0.1973
marginal-hits-interval-10k,256,10000,27400000,0.19911
marginal-hits-interval-10k,256,10000,1300000,0.4075
marginal-hits-interval-10k,256,10000,24900000,0.18713
marginal-hits-interval-10k,256,10000,58300000,0.19209
marginal-hits-interval-10k,256,10000,66100000,0.18828
marginal-hits-interval-10k,256,10000,70000000,0.19409
marginal-hits-interval-10k,256,10000,71600000,0.19324
marginal-hits-interval-10k,256,10000,77300000,0.19983
marginal-hits-interval-10k,256,10000,60900000,0.20031
marginal-hits-interval-10k,256,10000,35200000,0.19841
marginal-hits-interval-10k,256,10000,28300000,0.19467
marginal-hits-interval-10k,256,10000,15700000,0.20742
marginal-hits-interval-10k,256,10000,79300000,0.19325
marginal-hits-interval-10k,256,10000,41300000,0.20019
marginal-hits-interval-10k,256,10000,35400000,0.20007
marginal-hits-interval-10k,256,10000,11200000,0.2047
marginal-hits-interval-10k,256,10000,15800000,0.20369
marginal-hits-interval-10k,256,10000,56200000,0.19403
marginal-hits-interval-10k,256,10000,69000000,0.19219
marginal-hits-interval-10k,256,10000,25800000,0.19506
marginal-hits-interval-10k,256,10000,5000000,0.23168
marginal-hits-interval-10k,256,10000,19800000,0.19666
marginal-hits-interval-10k,256,10000,57700000,0.19523
marginal-hits-interval-10k,256,10000,74300000,0.19547
marginal-hits-interval-10k,256,10000,79200000,0.20005
marginal-hits-interval-10k,256,10000,35000000,0.19394
marginal-hits-interval-10k,256,10000,34300000,0.19215
marginal-hits-interval-10k,256,10000,30000000,0.19981
marginal-hits-interval-10k,256,10000,11000000,0.20994
marginal-hits-interval-10k,256,10000,18200000,0.20561
marginal-hits-interval-10k,256,10000,21100000,0.19463
marginal-hits-interval-10k,256,10000,24800000,0.19004
marginal-hits-interval-10k,256,10000,57200000,0.19218
marginal-hits-interval-10k,256,10000,68200000,0.20323
marginal-hits-interval-10k,256,10000,2400000,0.30113
marginal-hits-interval-10k,256,10000,20700000,0.19752
