1024,2048,256,512,4096,total_slab_cnt,total_miss_ratio
98,98,98,97,98,743,0.0386708625
98,98,98,97,98,744,0.0386708625
98,98,98,97,98,745,0.0386708625
98,98,98,97,98,746,0.0386708625
98,98,98,97,98,747,0.0386708625
98,98,98,97,98,748,0.0386708625
98,98,98,97,98,749,0.0386708625
98,98,98,97,98,750,0.0386708625
98,98,98,97,98,751,0.0386708625
98,98,98,97,98,752,0.0386708625
98,98,98,97,98,753,0.0386708625
98,98,98,97,98,754,0.0386708625
98,98,98,97,98,755,0.0386708625
98,98,98,97,98,756,0.0386708625
98,98,98,97,98,757,0.0386708625
98,98,98,97,98,758,0.0386708625
98,98,98,97,98,759,0.0386708625
98,98,98,97,98,760,0.0386708625
98,98,98,97,98,761,0.0386708625
98,98,98,97,98,762,0.0386708625
98,98,98,97,98,763,0.0386708625
98,98,98,97,98,764,0.0386708625
98,98,98,97,98,765,0.0386708625
98,98,98,97,98,766,0.0386708625
98,98,98,97,98,767,0.0386708625
98,98,98,97,98,768,0.0386708625
98,98,98,97,98,769,0.0386708625
98,98,98,97,98,770,0.0386708625
98,98,98,97,98,771,0.0386708625
98,98,98,97,98,772,0.0386708625
98,98,98,97,98,773,0.0386708625
98,98,98,97,98,774,0.0386708625
98,98,98,97,98,775,0.0386708625
98,98,98,97,98,776,0.0386708625
98,98,98,97,98,777,0.0386708625
98,98,98,97,98,778,0.0386708625
98,98,98,97,98,779,0.0386708625
98,98,98,97,98,780,0.0386708625
98,98,98,97,98,781,0.0386708625
98,98,98,97,98,782,0.0386708625
98,98,98,97,98,783,0.0386708625
98,98,98,97,98,784,0.0386708625
98,98,98,97,98,785,0.0386708625
98,98,98,97,98,786,0.0386708625
98,98,98,97,98,787,0.0386708625
98,98,98,97,98,788,0.0386708625
98,98,98,97,98,789,0.0386708625
98,98,98,97,98,790,0.0386708625
98,98,98,97,98,791,0.0386708625
98,98,98,97,98,792,0.0386708625
98,98,98,97,98,793,0.0386708625
98,98,98,97,98,794,0.0386708625
98,98,98,97,98,795,0.0386708625
98,98,98,97,98,796,0.0386708625
98,98,98,97,98,797,0.0386708625
98,98,98,97,98,798,0.0386708625
98,98,98,97,98,799,0.0386708625
98,98,98,97,98,800,0.0386708625
98,98,98,97,98,801,0.0386708625
98,98,98,97,98,802,0.0386708625
98,98,98,97,98,803,0.0386708625
98,98,98,97,98,804,0.0386708625
98,98,98,97,98,805,0.0386708625
98,98,98,97,98,806,0.0386708625
98,98,98,97,98,807,0.0386708625
98,98,98,97,98,808,0.0386708625
98,98,98,97,98,809,0.0386708625
98,98,98,97,98,810,0.0386708625
98,98,98,97,98,811,0.0386708625
98,98,98,97,98,812,0.0386708625
98,98,98,97,98,813,0.0386708625
98,98,98,97,98,814,0.0386708625
98,98,98,97,98,815,0.0386708625
98,98,98,97,98,816,0.0386708625
98,98,98,97,98,817,0.0386708625
98,98,98,97,98,818,0.0386708625
98,98,98,97,98,819,0.0386708625
98,98,98,97,98,820,0.0386708625
98,98,98,97,98,821,0.0386708625
98,98,98,97,98,822,0.0386708625
98,98,98,97,98,823,0.0386708625
98,98,98,97,98,824,0.0386708625
98,98,98,97,98,825,0.0386708625
98,98,98,97,98,826,0.0386708625
98,98,98,97,98,827,0.0386708625
98,98,98,97,98,828,0.0386708625
98,98,98,97,98,829,0.0386708625
98,98,98,97,98,830,0.0386708625
98,98,98,97,98,831,0.0386708625
98,98,98,97,98,832,0.0386708625
98,98,98,97,98,833,0.0386708625
98,98,98,97,98,834,0.0386708625
98,98,98,97,98,835,0.0386708625
98,98,98,97,98,836,0.0386708625
98,98,98,97,98,837,0.0386708625
98,98,98,97,98,838,0.0386708625
98,98,98,97,98,839,0.0386708625
98,98,98,97,98,840,0.0386708625
98,98,98,97,98,841,0.0386708625
98,98,98,97,98,842,0.0386708625
98,98,98,97,98,843,0.0386708625
98,98,98,97,98,844,0.0386708625
98,98,98,97,98,845,0.0386708625
98,98,98,97,98,846,0.0386708625
98,98,98,97,98,847,0.0386708625
98,98,98,97,98,848,0.0386708625
98,98,98,97,98,849,0.0386708625
98,98,98,97,98,850,0.0386708625
98,98,98,97,98,851,0.0386708625
98,98,98,97,98,852,0.0386708625
98,98,98,97,98,853,0.0386708625
98,98,98,97,98,854,0.0386708625
98,98,98,97,98,855,0.0386708625
98,98,98,97,98,856,0.0386708625
98,98,98,97,98,857,0.0386708625
98,98,98,97,98,858,0.0386708625
98,98,98,97,98,859,0.0386708625
98,98,98,97,98,860,0.0386708625
98,98,98,97,98,861,0.0386708625
98,98,98,97,98,862,0.0386708625
98,98,98,97,98,863,0.0386708625
98,98,98,97,98,864,0.0386708625
98,98,98,97,98,865,0.0386708625
98,98,98,97,98,866,0.0386708625
98,98,98,97,98,867,0.0386708625
98,98,98,97,98,868,0.0386708625
98,98,98,97,98,869,0.0386708625
98,98,98,97,98,870,0.0386708625
98,98,98,97,98,871,0.0386708625
98,98,98,97,98,872,0.0386708625
98,98,98,97,98,873,0.0386708625
98,98,98,97,98,874,0.0386708625
98,98,98,97,98,875,0.0386708625
98,98,98,97,98,876,0.0386708625
98,98,98,97,98,877,0.0386708625
98,98,98,97,98,878,0.0386708625
98,98,98,97,98,879,0.0386708625
98,98,98,97,98,880,0.0386708625
98,98,98,97,98,881,0.0386708625
98,98,98,97,98,882,0.0386708625
98,98,98,97,98,883,0.0386708625
98,98,98,97,98,884,0.0386708625
98,98,98,97,98,885,0.0386708625
98,98,98,97,98,886,0.0386708625
98,98,98,97,98,887,0.0386708625
98,98,98,97,98,888,0.0386708625
98,98,98,97,98,889,0.0386708625
98,98,98,97,98,890,0.0386708625
98,98,98,97,98,891,0.0386708625
98,98,98,97,98,892,0.0386708625
98,98,98,97,98,893,0.0386708625
98,98,98,97,98,894,0.0386708625
98,98,98,97,98,895,0.0386708625
98,98,98,97,98,896,0.0386708625
98,98,98,97,98,897,0.0386708625
98,98,98,97,98,898,0.0386708625
98,98,98,97,98,899,0.0386708625
98,98,98,97,98,900,0.0386708625
98,98,98,97,98,901,0.0386708625
98,98,98,97,98,902,0.0386708625
98,98,98,97,98,903,0.0386708625
98,98,98,97,98,904,0.0386708625
98,98,98,97,98,905,0.0386708625
98,98,98,97,98,906,0.0386708625
98,98,98,97,98,907,0.0386708625
98,98,98,97,98,908,0.0386708625
98,98,98,97,98,909,0.0386708625
98,98,98,97,98,910,0.0386708625
98,98,98,97,98,911,0.0386708625
98,98,98,97,98,912,0.0386708625
98,98,98,97,98,913,0.0386708625
98,98,98,97,98,914,0.0386708625
98,98,98,97,98,915,0.0386708625
98,98,98,97,98,916,0.0386708625
98,98,98,97,98,917,0.0386708625
98,98,98,97,98,918,0.0386708625
98,98,98,97,98,919,0.0386708625
98,98,98,97,98,920,0.0386708625
98,98,98,97,98,921,0.0386708625
98,98,98,97,98,922,0.0386708625
98,98,98,97,98,923,0.0386708625
98,98,98,97,98,924,0.0386708625
98,98,98,97,98,925,0.0386708625
98,98,98,97,98,926,0.0386708625
98,98,98,97,98,927,0.0386708625
98,98,98,97,98,928,0.0386708625
98,98,98,97,98,929,0.0386708625
98,98,98,97,98,930,0.0386708625
98,98,98,97,98,931,0.0386708625
98,98,98,97,98,932,0.0386708625
98,98,98,97,98,933,0.0386708625
98,98,98,97,98,934,0.0386708625
98,98,98,97,98,935,0.0386708625
98,98,98,97,98,936,0.0386708625
98,98,98,97,98,937,0.0386708625
98,98,98,97,98,938,0.0386708625
98,98,98,97,98,939,0.0386708625
98,98,98,97,98,940,0.0386708625
98,98,98,97,98,941,0.0386708625
98,98,98,97,98,942,0.0386708625
98,98,98,97,98,943,0.0386708625
98,98,98,97,98,944,0.0386708625
98,98,98,97,98,945,0.0386708625
98,98,98,97,98,946,0.0386708625
98,98,98,97,98,947,0.0386708625
98,98,98,97,98,948,0.0386708625
98,98,98,97,98,949,0.0386708625
98,98,98,97,98,950,0.0386708625
98,98,98,97,98,951,0.0386708625
98,98,98,97,98,952,0.0386708625
98,98,98,97,98,953,0.0386708625
98,98,98,97,98,954,0.0386708625
98,98,98,97,98,955,0.0386708625
98,98,98,97,98,956,0.0386708625
98,98,98,97,98,957,0.0386708625
98,98,98,97,98,958,0.0386708625
98,98,98,97,98,959,0.0386708625
98,98,98,97,98,960,0.0386708625
98,98,98,97,98,961,0.0386708625
98,98,98,97,98,962,0.0386708625
98,98,98,97,98,963,0.0386708625
98,98,98,97,98,964,0.0386708625
98,98,98,97,98,965,0.0386708625
98,98,98,97,98,966,0.0386708625
98,98,98,97,98,967,0.0386708625
98,98,98,97,98,968,0.0386708625
98,98,98,97,98,969,0.0386708625
98,98,98,97,98,970,0.0386708625
98,98,98,97,98,971,0.0386708625
98,98,98,97,98,972,0.0386708625
98,98,98,97,98,973,0.0386708625
98,98,98,97,98,974,0.0386708625
98,98,98,97,98,975,0.0386708625
98,98,98,97,98,976,0.0386708625
98,98,98,97,98,977,0.0386708625
98,98,98,97,98,978,0.0386708625
98,98,98,97,98,979,0.0386708625
98,98,98,97,98,980,0.0386708625
98,98,98,97,98,981,0.0386708625
98,98,98,97,98,982,0.0386708625
98,98,98,97,98,983,0.0386708625
98,98,98,97,98,984,0.0386708625
98,98,98,97,98,985,0.0386708625
98,98,98,97,98,986,0.0386708625
98,98,98,97,98,987,0.0386708625
98,98,98,97,98,988,0.0386708625
98,98,98,97,98,989,0.0386708625
98,98,98,97,98,990,0.0386708625
98,98,98,97,98,991,0.0386708625
98,98,98,97,98,992,0.0386708625
98,98,98,97,98,993,0.0386708625
98,98,98,97,98,994,0.0386708625
98,98,98,97,98,995,0.0386708625
98,98,98,97,98,996,0.0386708625
98,98,98,97,98,997,0.0386708625
98,98,98,97,98,998,0.0386708625
98,98,98,97,98,999,0.0386708625
98,98,98,97,98,1000,0.0386708625
98,98,98,97,98,1001,0.0386708625
98,98,98,97,98,1002,0.0386708625
98,98,98,97,98,1003,0.0386708625
98,98,98,97,98,1004,0.0386708625
98,98,98,97,98,1005,0.0386708625
98,98,98,97,98,1006,0.0386708625
98,98,98,97,98,1007,0.0386708625
98,98,98,97,98,1008,0.0386708625
98,98,98,97,98,1009,0.0386708625
98,98,98,97,98,1010,0.0386708625
98,98,98,97,98,1011,0.0386708625
98,98,98,97,98,1012,0.0386708625
98,98,98,97,98,1013,0.0386708625
98,98,98,97,98,1014,0.0386708625
98,98,98,97,98,1015,0.0386708625
98,98,98,97,98,1016,0.0386708625
98,98,98,97,98,1017,0.0386708625
98,98,98,97,98,1018,0.0386708625
98,98,98,97,98,1019,0.0386708625
98,98,98,97,98,1020,0.0386708625
98,98,98,97,98,1021,0.0386708625
98,98,98,97,98,1022,0.0386708625
98,98,98,97,98,1023,0.0386708625
98,98,98,97,98,1024,0.0386708625
